Id;Label
arsene_porcia;Arsene/Porcia
phoenice;Phönice
cato;Cato
phokas;Phokas
artabanus;Artabanus
pharnaces;Pharnaces
felix;Felix
domitius;Domitius
porcius;Porcius
caesar;Cäsar

