Source;Target;Type;Weight
herold;oberon;Undirected;1
puck;titania;Undirected;1
fideler;kranich;Undirected;1
bettler;soldaten;Undirected;1
stimme_5;troedelhexe;Undirected;1
ariel;tanzmeister;Undirected;1
neugieriger_reisender;orthodox;Undirected;1
matrone;nordischer_kuenstler;Undirected;1
supernaturalist;taenzer;Undirected;1
altmayer;brander;Undirected;1
stimme_7;troedelhexe;Undirected;1
ariel;purist;Undirected;1
die_schoene;hexen;Undirected;1
ein_dritter_handwerksbursch;zweiter_schueler;Undirected;1
orthodox;theatermeister;Undirected;1
irrlichter;weltkind;Undirected;1
parvenu;stimme_1;Undirected;1
bauern_unter_der_linde;buergermaedchen;Undirected;1
ariel;die_massiven;Undirected;1
valentin;volk;Undirected;1
die_unbehuelflichen;oberon;Undirected;1
ein_paerchen;orchester;Undirected;1
faust;wagner;Undirected;2
alte;soldaten;Undirected;1
solo;theatermeister;Undirected;1
dogmatiker;windfahne;Undirected;1
kranich;windfahne;Undirected;1
ariel;puck;Undirected;1
matrone;orthodox;Undirected;1
neugieriger_reisender;realist;Undirected;1
die_gewandten;sternschnuppe;Undirected;1
die_massiven;windfahne;Undirected;1
die_gewandten;supernaturalist;Undirected;1
hexen;stimme_4;Undirected;1
proktophantasmist;servibilis;Undirected;1
dogmatiker;supernaturalist;Undirected;1
andrer_buerger;die_andre;Undirected;1
die_schoene;troedelhexe;Undirected;1
hennings;junge_hexe;Undirected;1
die_massiven;skeptiker;Undirected;1
ariel;junge_hexe;Undirected;1
die_schoene;irrlicht;Undirected;1
ariel;herold;Undirected;1
dogmatiker;nordischer_kuenstler;Undirected;1
hexen;hexenmeister;Undirected;1
hennings;weltkind;Undirected;1
andre_handwerksburschen;ein_handwerksbursch;Undirected;1
idealist;theatermeister;Undirected;1
idealist;nordischer_kuenstler;Undirected;1
alter_bauer;fünfter_handwerksbursch;Undirected;1
ci-devant_genius_der_zeit;weltkind;Undirected;1
alter_bauer;buergermaedchen;Undirected;1
orthodox;sternschnuppe;Undirected;1
die_unbehuelflichen;irrlichter;Undirected;1
alte;vierter_handwerksbursch;Undirected;1
brander;frosch;Undirected;1
hennings;matrone;Undirected;1
die_massiven;herold;Undirected;1
herold;matrone;Undirected;1
ein_paerchen;skeptiker;Undirected;1
orthodox;titania;Undirected;1
die_hexe;die_tiere;Undirected;1
die_gewandten;herold;Undirected;1
hexenmeister;stimme_6;Undirected;1
einige_handwerksburschen;vierter_handwerksbursch;Undirected;1
geist_der_sich_erst_bildet;titania;Undirected;1
taenzer;titania;Undirected;1
skeptiker;solo;Undirected;1
junge_hexe;tanzmeister;Undirected;1
general;parvenu;Undirected;1
fideler;sternschnuppe;Undirected;1
musaget;supernaturalist;Undirected;1
faust;frosch;Undirected;1
geist_der_sich_erst_bildet;purist;Undirected;1
hennings;musaget;Undirected;1
neugieriger_reisender;nordischer_kuenstler;Undirected;1
hexen;stimme_8;Undirected;1
stimme_1;stimme_5;Undirected;1
die_unbehuelflichen;kapellmeister;Undirected;1
die_gewandten;orchester;Undirected;1
die_gewandten;theatermeister;Undirected;1
die_alte;mephistopheles;Undirected;1
tanzmeister;theatermeister;Undirected;1
ein_paerchen;titania;Undirected;1
faust;proktophantasmist;Undirected;1
faust;valentin;Undirected;1
halbhexe;stimme_6;Undirected;1
faust;stimme_4;Undirected;1
faust;siebel;Undirected;1
neugieriger_reisender;puck;Undirected;1
hexen;irrlicht;Undirected;1
oberon;orthodox;Undirected;1
orthodox;purist;Undirected;1
bettler;einige_handwerksburschen;Undirected;1
idealist;irrlichter;Undirected;1
autor;troedelhexe;Undirected;1
puck;weltkind;Undirected;1
autor;hexenmeister;Undirected;1
supernaturalist;titania;Undirected;1
tanzmeister;weltkind;Undirected;1
herold;irrlichter;Undirected;1
kranich;theatermeister;Undirected;1
hennings;kapellmeister;Undirected;1
irrlichter;puck;Undirected;1
die_andre;wagner;Undirected;1
minister;stimme_8;Undirected;1
die_gewandten;purist;Undirected;1
herold;orchester;Undirected;1
kranich;orthodox;Undirected;1
minister;proktophantasmist;Undirected;1
stimme_3;stimmen;Undirected;1
hexen;stimme_7;Undirected;1
nordischer_kuenstler;titania;Undirected;1
hennings;realist;Undirected;1
windfahne;xenien;Undirected;1
idealist;junge_hexe;Undirected;1
herold;junge_hexe;Undirected;1
neugieriger_reisender;supernaturalist;Undirected;1
hexenmeister;servibilis;Undirected;1
kapellmeister;realist;Undirected;1
mephistopheles;siebel;Undirected;1
herold;xenien;Undirected;1
ein_dritter_handwerksbursch;erster_schueler;Undirected;1
geist_der_sich_erst_bildet;idealist;Undirected;1
servibilis;stimme_4;Undirected;1
faust;servibilis;Undirected;1
ein_paerchen;nordischer_kuenstler;Undirected;1
fideler;realist;Undirected;1
chor_der_weiber;geist;Undirected;1
andres_dienstmaedchen;buerger;Undirected;1
kapellmeister;kranich;Undirected;1
ein_handwerksbursch;faust;Undirected;1
kranich;oberon;Undirected;1
erster_schueler;faust;Undirected;1
ci-devant_genius_der_zeit;herold;Undirected;1
die_gewandten;kapellmeister;Undirected;1
alle_vor_dem_tor;faust;Undirected;1
minister;stimmen;Undirected;1
zweiter_handwerksbursch;zweiter_schueler;Undirected;1
der_kater;mephistopheles;Undirected;1
andres_dienstmaedchen;einige_handwerksburschen;Undirected;1
nordischer_kuenstler;weltkind;Undirected;1
idealist;windfahne;Undirected;1
andrer_buerger;erster_schueler;Undirected;1
autor;servibilis;Undirected;1
dogmatiker;hennings;Undirected;1
geist_der_sich_erst_bildet;kapellmeister;Undirected;1
die_alte;stimmen;Undirected;1
irrlichter;taenzer;Undirected;1
orthodox;taenzer;Undirected;1
faust;kaetzin;Undirected;1
orthodox;weltkind;Undirected;1
die_gewandten;kranich;Undirected;1
solo;windfahne;Undirected;1
herold;weltkind;Undirected;1
general;halbhexe;Undirected;1
faust;hexen;Undirected;1
faust;hexenmeister;Undirected;1
ein_dritter_handwerksbursch;soldaten;Undirected;1
ci-devant_genius_der_zeit;junge_hexe;Undirected;1
die_unbehuelflichen;skeptiker;Undirected;1
stimme_9;stimmen;Undirected;1
buerger;buergermaedchen;Undirected;1
ci-devant_genius_der_zeit;musaget;Undirected;1
fideler;junge_hexe;Undirected;1
alle_vor_dem_tor;fünfter_handwerksbursch;Undirected;1
kapellmeister;supernaturalist;Undirected;1
kranich;skeptiker;Undirected;1
hennings;puck;Undirected;1
irrlicht;mephistopheles;Undirected;1
alte;wagner;Undirected;1
alle_vor_dem_tor;einige_handwerksburschen;Undirected;1
die_massiven;puck;Undirected;1
puck;purist;Undirected;1
fideler;windfahne;Undirected;1
titania;xenien;Undirected;1
buergermaedchen;wagner;Undirected;1
dogmatiker;orchester;Undirected;1
alle_vor_dem_tor;die_andre;Undirected;1
die_unbehuelflichen;ein_paerchen;Undirected;1
fideler;orchester;Undirected;1
nordischer_kuenstler;skeptiker;Undirected;1
hexenmeister;stimme_2;Undirected;1
andres_dienstmaedchen;soldaten;Undirected;1
altmayer;mephistopheles;Undirected;1
junge_hexe;skeptiker;Undirected;1
ein_handwerksbursch;erstes_dienstmaedchen;Undirected;1
matrone;orchester;Undirected;1
hexen;stimme_1;Undirected;1
stimme_3;stimme_7;Undirected;1
mephistopheles;stimme_6;Undirected;1
oberon;theatermeister;Undirected;1
soldaten;wagner;Undirected;1
die_gewandten;taenzer;Undirected;1
hennings;neugieriger_reisender;Undirected;1
kapellmeister;orchester;Undirected;1
taenzer;tanzmeister;Undirected;1
nordischer_kuenstler;windfahne;Undirected;1
alte;buergermaedchen;Undirected;1
puck;taenzer;Undirected;1
minister;stimme_3;Undirected;1
stimme_2;stimme_8;Undirected;1
erstes_dienstmaedchen;faust;Undirected;1
neugieriger_reisender;sternschnuppe;Undirected;1
orchester;taenzer;Undirected;1
orchester;purist;Undirected;1
halbhexe;servibilis;Undirected;1
direktor;lustige_person;Undirected;1
wagner;zweiter_schueler;Undirected;1
geist_der_sich_erst_bildet;orchester;Undirected;1
chor_der_engel;wagner;Undirected;1
kranich;xenien;Undirected;1
junge_hexe;orthodox;Undirected;1
ci-devant_genius_der_zeit;dogmatiker;Undirected;1
die_schoene;stimme_9;Undirected;1
bauern_unter_der_linde;ein_dritter_handwerksbursch;Undirected;1
andrer_buerger;zweiter_schueler;Undirected;1
junge_hexe;realist;Undirected;1
buerger;zweiter_handwerksbursch;Undirected;1
die_tiere;mephistopheles;Undirected;1
andres_dienstmaedchen;faust;Undirected;1
ein_paerchen;fideler;Undirected;1
die_unbehuelflichen;orchester;Undirected;1
purist;windfahne;Undirected;1
ein_handwerksbursch;wagner;Undirected;1
faust;zweiter_schueler;Undirected;1
musaget;weltkind;Undirected;1
die_massiven;idealist;Undirected;1
alle_vor_dem_tor;andre_handwerksburschen;Undirected;1
purist;titania;Undirected;1
ci-devant_genius_der_zeit;oberon;Undirected;1
proktophantasmist;stimme_3;Undirected;1
musaget;neugieriger_reisender;Undirected;1
die_unbehuelflichen;solo;Undirected;1
matrone;taenzer;Undirected;1
minister;stimme_6;Undirected;1
einige_handwerksburschen;erster_schueler;Undirected;1
hennings;sternschnuppe;Undirected;1
ariel;xenien;Undirected;1
geist_der_sich_erst_bildet;solo;Undirected;1
geist_der_sich_erst_bildet;weltkind;Undirected;1
andre_handwerksburschen;erstes_dienstmaedchen;Undirected;1
geist_der_sich_erst_bildet;nordischer_kuenstler;Undirected;1
ci-devant_genius_der_zeit;puck;Undirected;1
marthe;valentin;Undirected;1
halbhexe;parvenu;Undirected;1
autor;halbhexe;Undirected;1
kranich;purist;Undirected;1
hennings;orthodox;Undirected;1
dritter_buerger;vierter_handwerksbursch;Undirected;1
halbhexe;stimme_1;Undirected;1
idealist;kranich;Undirected;1
die_schoene;stimme_5;Undirected;1
minister;troedelhexe;Undirected;1
realist;theatermeister;Undirected;1
fideler;xenien;Undirected;1
ci-devant_genius_der_zeit;xenien;Undirected;1
matrone;supernaturalist;Undirected;1
servibilis;stimme_8;Undirected;1
irrlichter;orthodox;Undirected;1
die_gewandten;fideler;Undirected;1
chor_der_weiber;wagner;Undirected;1
die_schoene;stimme_6;Undirected;1
neugieriger_reisender;theatermeister;Undirected;1
die_massiven;kranich;Undirected;1
geister;mephistopheles;Undirected;1
puck;supernaturalist;Undirected;1
faust;geist;Undirected;1
alte;alter_bauer;Undirected;1
kapellmeister;titania;Undirected;1
dritter_buerger;zweiter_schueler;Undirected;1
musaget;tanzmeister;Undirected;1
autor;stimme_5;Undirected;1
irrlichter;kapellmeister;Undirected;1
alter_bauer;zweiter_schueler;Undirected;1
die_massiven;hennings;Undirected;1
hennings;oberon;Undirected;1
die_hexe;kaetzin;Undirected;1
faust;volk;Undirected;1
ci-devant_genius_der_zeit;irrlichter;Undirected;1
general;stimme_4;Undirected;1
geisterchor;mephistopheles;Undirected;1
ariel;kranich;Undirected;1
ariel;skeptiker;Undirected;1
faust;fünfter_handwerksbursch;Undirected;1
hennings;titania;Undirected;1
fideler;purist;Undirected;1
ein_paerchen;hennings;Undirected;1
bettler;zweiter_handwerksbursch;Undirected;1
stimme_9;troedelhexe;Undirected;1
geist_der_sich_erst_bildet;orthodox;Undirected;1
frosch;siebel;Undirected;1
die_massiven;fideler;Undirected;1
orchester;tanzmeister;Undirected;1
ein_paerchen;weltkind;Undirected;1
die_gewandten;geist_der_sich_erst_bildet;Undirected;1
geist_der_sich_erst_bildet;supernaturalist;Undirected;1
servibilis;stimme_9;Undirected;1
alter_bauer;faust;Undirected;1
puck;realist;Undirected;1
kranich;realist;Undirected;1
irrlichter;titania;Undirected;1
dogmatiker;neugieriger_reisender;Undirected;1
mephistopheles;stimmen;Undirected;1
dogmatiker;musaget;Undirected;1
kranich;taenzer;Undirected;1
chor_der_engel;chor_der_weiber;Undirected;1
geist_der_sich_erst_bildet;junge_hexe;Undirected;1
minister;stimme_4;Undirected;1
kapellmeister;purist;Undirected;1
junge_hexe;musaget;Undirected;1
andres_dienstmaedchen;bauern_unter_der_linde;Undirected;1
einige_handwerksburschen;zweiter_schueler;Undirected;1
alle_vor_dem_tor;soldaten;Undirected;1
nordischer_kuenstler;supernaturalist;Undirected;1
chor_der_weiber;faust;Undirected;1
hennings;idealist;Undirected;1
die_schoene;stimme_1;Undirected;1
ci-devant_genius_der_zeit;realist;Undirected;1
alte;bettler;Undirected;1
ci-devant_genius_der_zeit;nordischer_kuenstler;Undirected;1
ein_paerchen;geist_der_sich_erst_bildet;Undirected;1
ci-devant_genius_der_zeit;skeptiker;Undirected;1
geist_der_sich_erst_bildet;skeptiker;Undirected;1
autor;stimme_8;Undirected;1
orchester;windfahne;Undirected;1
bauern_unter_der_linde;buerger;Undirected;1
neugieriger_reisender;titania;Undirected;1
ariel;windfahne;Undirected;1
die_unbehuelflichen;windfahne;Undirected;1
gretchen;marthe;Undirected;4
neugieriger_reisender;purist;Undirected;1
ein_paerchen;musaget;Undirected;1
musaget;skeptiker;Undirected;1
hexenmeister;minister;Undirected;1
purist;realist;Undirected;1
andrer_buerger;andres_dienstmaedchen;Undirected;1
bettler;fünfter_handwerksbursch;Undirected;1
orthodox;supernaturalist;Undirected;1
ein_handwerksbursch;vierter_handwerksbursch;Undirected;1
erster_schueler;soldaten;Undirected;1
irrlichter;purist;Undirected;1
die_massiven;taenzer;Undirected;1
stimme_1;stimme_8;Undirected;1
general;stimme_1;Undirected;1
bauern_unter_der_linde;die_andre;Undirected;1
geist_der_sich_erst_bildet;sternschnuppe;Undirected;1
fünfter_handwerksbursch;soldaten;Undirected;1
faust;vierter_handwerksbursch;Undirected;1
die_andre;einige_handwerksburschen;Undirected;1
alter_bauer;soldaten;Undirected;1
skeptiker;xenien;Undirected;1
dritter_buerger;zweiter_handwerksbursch;Undirected;1
dritter_buerger;wagner;Undirected;1
junge_hexe;weltkind;Undirected;1
oberon;xenien;Undirected;1
die_alte;stimme_6;Undirected;1
junge_hexe;windfahne;Undirected;1
herold;musaget;Undirected;1
servibilis;stimmen;Undirected;1
irrlicht;troedelhexe;Undirected;1
servibilis;stimme_3;Undirected;1
mephistopheles;minister;Undirected;1
die_gewandten;idealist;Undirected;1
autor;stimme_3;Undirected;1
die_andre;dritter_buerger;Undirected;1
herold;skeptiker;Undirected;1
die_tiere;faust;Undirected;1
die_alte;parvenu;Undirected;1
halbhexe;stimme_2;Undirected;1
mephistopheles;raphael;Undirected;1
hexenmeister;stimme_8;Undirected;1
kranich;weltkind;Undirected;1
mephistopheles;stimme_4;Undirected;1
orthodox;skeptiker;Undirected;1
mephistopheles;stimme_2;Undirected;1
irrlichter;windfahne;Undirected;1
parvenu;stimme_8;Undirected;1
geisterchor;schüler;Undirected;1
dogmatiker;skeptiker;Undirected;1
geist_der_sich_erst_bildet;tanzmeister;Undirected;1
musaget;windfahne;Undirected;1
hennings;herold;Undirected;1
die_schoene;proktophantasmist;Undirected;1
die_alte;hexen;Undirected;1
alte;andre_handwerksburschen;Undirected;1
idealist;sternschnuppe;Undirected;1
alle_vor_dem_tor;andres_dienstmaedchen;Undirected;1
kapellmeister;orthodox;Undirected;1
puck;solo;Undirected;1
erstes_dienstmaedchen;wagner;Undirected;1
ariel;weltkind;Undirected;1
die_massiven;orthodox;Undirected;1
halbhexe;hexen;Undirected;1
hennings;irrlichter;Undirected;1
die_unbehuelflichen;kranich;Undirected;1
ein_paerchen;idealist;Undirected;1
ein_paerchen;taenzer;Undirected;1
altmayer;faust;Undirected;1
autor;hexen;Undirected;1
hexenmeister;stimme_3;Undirected;1
parvenu;stimme_3;Undirected;1
die_unbehuelflichen;supernaturalist;Undirected;1
die_andre;zweiter_handwerksbursch;Undirected;1
ein_paerchen;xenien;Undirected;1
stimme_5;stimme_6;Undirected;1
hexenmeister;stimme_7;Undirected;1
general;servibilis;Undirected;1
die_massiven;xenien;Undirected;1
die_alte;general;Undirected;1
proktophantasmist;stimme_4;Undirected;1
stimme_4;troedelhexe;Undirected;1
hexenmeister;stimme_1;Undirected;1
die_massiven;neugieriger_reisender;Undirected;1
dritter_buerger;ein_handwerksbursch;Undirected;1
bettler;ein_dritter_handwerksbursch;Undirected;1
junge_hexe;solo;Undirected;1
stimme_3;stimme_4;Undirected;1
mephistopheles;stimme_7;Undirected;1
die_gewandten;die_unbehuelflichen;Undirected;1
puck;sternschnuppe;Undirected;1
stimme_1;stimme_2;Undirected;1
general;stimme_6;Undirected;1
kranich;nordischer_kuenstler;Undirected;1
faust;stimme_von_oben;Undirected;1
stimme_3;stimme_6;Undirected;1
alle_vor_dem_tor;andrer_buerger;Undirected;1
neugieriger_reisender;windfahne;Undirected;1
stimme_1;stimme_3;Undirected;1
stimme_4;stimme_9;Undirected;1
kranich;solo;Undirected;1
fünfter_handwerksbursch;vierter_handwerksbursch;Undirected;1
halbhexe;irrlicht;Undirected;1
frosch;mephistopheles;Undirected;1
alle_vor_dem_tor;buergermaedchen;Undirected;1
nordischer_kuenstler;purist;Undirected;1
buergermaedchen;erstes_dienstmaedchen;Undirected;1
andres_dienstmaedchen;die_andre;Undirected;1
realist;weltkind;Undirected;1
der_herr;raphael;Undirected;1
die_gewandten;oberon;Undirected;1
junge_hexe;matrone;Undirected;1
hexen;stimmen;Undirected;1
nordischer_kuenstler;theatermeister;Undirected;1
oberon;realist;Undirected;1
realist;tanzmeister;Undirected;1
puck;xenien;Undirected;1
hexenmeister;irrlicht;Undirected;1
alter_bauer;andre_handwerksburschen;Undirected;1
halbhexe;minister;Undirected;1
mephistopheles;michael;Undirected;1
stimme_2;stimme_7;Undirected;1
böser_geist;chor_im_dom;Undirected;1
andrer_buerger;bettler;Undirected;1
ein_paerchen;puck;Undirected;1
hennings;xenien;Undirected;1
idealist;oberon;Undirected;1
andres_dienstmaedchen;bettler;Undirected;1
geist_der_sich_erst_bildet;taenzer;Undirected;1
faust;soldaten;Undirected;1
andre_handwerksburschen;andrer_buerger;Undirected;1
alte;einige_handwerksburschen;Undirected;1
einige_handwerksburschen;wagner;Undirected;1
hexen;stimme_3;Undirected;1
buerger;die_andre;Undirected;1
fideler;musaget;Undirected;1
alter_bauer;ein_handwerksbursch;Undirected;1
halbhexe;troedelhexe;Undirected;1
kapellmeister;xenien;Undirected;1
ein_dritter_handwerksbursch;zweiter_handwerksbursch;Undirected;1
ci-devant_genius_der_zeit;idealist;Undirected;1
autor;stimme_6;Undirected;1
dritter_buerger;erster_schueler;Undirected;1
hexenmeister;proktophantasmist;Undirected;1
ein_dritter_handwerksbursch;wagner;Undirected;1
andre_handwerksburschen;einige_handwerksburschen;Undirected;1
faust;mephistopheles;Undirected;17
altmayer;siebel;Undirected;1
andre_handwerksburschen;faust;Undirected;1
ci-devant_genius_der_zeit;tanzmeister;Undirected;1
der_herr;michael;Undirected;1
autor;stimme_4;Undirected;1
gretchen;stimme_von_oben;Undirected;1
supernaturalist;tanzmeister;Undirected;1
orchester;skeptiker;Undirected;1
ariel;nordischer_kuenstler;Undirected;1
minister;stimme_2;Undirected;1
andres_dienstmaedchen;ein_handwerksbursch;Undirected;1
mephistopheles;stimme_9;Undirected;1
realist;solo;Undirected;1
alle_vor_dem_tor;zweiter_handwerksbursch;Undirected;1
ci-devant_genius_der_zeit;matrone;Undirected;1
kranich;tanzmeister;Undirected;1
herold;taenzer;Undirected;1
andres_dienstmaedchen;zweiter_handwerksbursch;Undirected;1
fideler;theatermeister;Undirected;1
orthodox;realist;Undirected;1
fideler;kapellmeister;Undirected;1
supernaturalist;theatermeister;Undirected;1
faust;geisterchor;Undirected;1
die_andre;ein_handwerksbursch;Undirected;1
die_alte;stimme_9;Undirected;1
kranich;musaget;Undirected;1
faust;schüler;Undirected;1
stimme_6;stimme_7;Undirected;1
hennings;purist;Undirected;1
skeptiker;weltkind;Undirected;1
fideler;titania;Undirected;1
geist;wagner;Undirected;1
bauern_unter_der_linde;wagner;Undirected;1
ein_paerchen;windfahne;Undirected;1
chor_der_engel;chor_der_jünger;Undirected;1
erstes_dienstmaedchen;zweiter_schueler;Undirected;1
alle_vor_dem_tor;dritter_buerger;Undirected;1
parvenu;stimme_4;Undirected;1
gretchen;lieschen;Undirected;1
stimme_6;stimme_8;Undirected;1
matrone;puck;Undirected;1
neugieriger_reisender;oberon;Undirected;1
autor;mephistopheles;Undirected;1
buergermaedchen;faust;Undirected;1
andres_dienstmaedchen;ein_dritter_handwerksbursch;Undirected;1
junge_hexe;taenzer;Undirected;1
stimmen;troedelhexe;Undirected;1
dogmatiker;geist_der_sich_erst_bildet;Undirected;1
musaget;oberon;Undirected;1
skeptiker;titania;Undirected;1
ariel;ein_paerchen;Undirected;1
die_massiven;theatermeister;Undirected;1
soldaten;zweiter_schueler;Undirected;1
alle_vor_dem_tor;bettler;Undirected;1
proktophantasmist;stimme_2;Undirected;1
die_gewandten;skeptiker;Undirected;1
irrlicht;minister;Undirected;1
buergermaedchen;ein_handwerksbursch;Undirected;1
alter_bauer;wagner;Undirected;1
die_gewandten;die_massiven;Undirected;1
ci-devant_genius_der_zeit;orchester;Undirected;1
skeptiker;windfahne;Undirected;1
stimme_5;stimmen;Undirected;1
supernaturalist;windfahne;Undirected;1
andrer_buerger;fünfter_handwerksbursch;Undirected;1
alle_vor_dem_tor;alter_bauer;Undirected;1
stimme_2;stimme_6;Undirected;1
ein_paerchen;kapellmeister;Undirected;1
orchester;weltkind;Undirected;1
die_gewandten;neugieriger_reisender;Undirected;1
