Id;Label
silenus;Silenus
thalia;Thalia
melpomene;Melpomene
tharsus;Tharsus
sedulius;Sedulius
alethea;Alethea
obsequens;Obsequens
arete;Arete
vigilantia;Vigilantia
meletander;Meletander
euphrosyne;Euphrosyne
apollo;Apollo
themis;Themis
pseudolus;Pseudolus
