Id;Label
jungfer_luischen;Jungfer Luischen
cathrine;Cathrine
frau_glaubeleichtin;Frau Glaubeleichtin
jungfer_dorchen;Jungfer Dorchen
herr_wackermann;Herr Wackermann
herr_liebmann;Herr Liebmann
herr_scheinfromm;Herr Scheinfromm
frau_bettelsackin;Frau Bettelsackin
herr_von_muckersdorff;Herr von Muckersdorff
frau_zanckenheimin;Frau Zanckenheimin
frau_seuffzerin;Frau Seuffzerin
der_diener;Der Diener
frau_ehrlichen;Frau Ehrlichen
jacob;Jacob
herr_glaubeleicht;Herr Glaubeleicht
der_advocat;Der Advocat
