Id;Label
just;Just
der_wirt;Der Wirt
von_tellheim;Major von Tellheim
die_dame;Eine Dame in Trauer
der_bediente;Der Bediente
paul_werner;Paul Werner
das_fraeulein;Minna von Barnhelm
franziska;Franziska
riccaut;Riccaut
der_feldjaeger;Der Feldjäger
der_eine_bediente;Der eine Bediente
der_andere_bediente;Der andere Bediente
der_graf;Graf von Bruchsall
