Id;Label
Lopahin;Лопахин
Dunjasha;Дуняша
Epihodov;Епиходов
Anja;Аня
LjubovAndreevna;Любовь Андреевна
Varja;Варя
Gaev;Гаев
Sharlotta;Шарлотта
Pischik;Пищик
Jasha;Яша
Firs;Фирс
Trofimov;Трофимов
Prohozhij;Прохожий
NachalnikStantsii;Начальник станции
