Id;Label
miller;Miller
millerin;Millerin
wurm;Wurm
luise;Luise
ferdinand;Ferdinand
praesident;Präsident von Walter
ein_kammerdiener_1-5;Ein Kammerdiener (I/5)
hofmarschall;Hofmarschall von Kalb
sophie;Sophie
lady;Lady Milford
kammerdiener_2-2;Kammerdiener (II/2)
bedienter;Bedienter
kammerdiener_3-1;Kammerdiener (III/1)
kammerdiener_4-1;Kammerdiener (IV/1)
ein_kammerdiener_4-6;Ein Kammerdiener (IV/6)
kammerdiener_4-9;Kammerdiener (IV/9)
alle_bediente;Alle Bediente
