Id;Label
daja;Daja
nathan;Nathan
recha;Recha
derwisch;Derwisch
tempelherr;Tempelherr
klosterbruder;Klosterbruder
sittah;Sittah
saladin;Saladin
patriarch;Patriarch
ein_sklave;Ein Sklave
ein_mameluck;Ein Mameluck
zweiter_mameluck;Zweiter Mameluck
dritter_mameluck;Dritter Mameluck
mansor;Mansor
